YYYYMMDD	dN	dE	dU	Sn	Se	Su
20170524	-0.03859	0.09900	0.00277	0.00338	0.00378	0.01500
20170525	-0.04039	0.10322	0.00943	0.00333	0.00378	0.01502
20170526	-0.03519	0.10022	-0.00653	0.00326	0.00362	0.01390
20170527	-0.03631	0.10080	0.01065	0.00301	0.00341	0.01318
20170528	-0.03771	0.10112	0.00592	0.00307	0.00345	0.01344
20170529	-0.03738	0.10155	0.00310	0.00292	0.00328	0.01287
20170530	-0.03807	0.10032	-0.00486	0.00291	0.00325	0.01252
20170531	-0.03814	0.10030	0.00699	0.00303	0.00338	0.01348
20170601	-0.03767	0.10077	0.00773	0.00295	0.00326	0.01304
20170602	-0.03660	0.10118	0.00303	0.00319	0.00352	0.01507
20170603	-0.03897	0.10238	0.00370	0.00311	0.00340	0.01366
20170604	-0.03862	0.09949	0.00042	0.00313	0.00346	0.01386
20170605	-0.03813	0.10216	-0.00268	0.00315	0.00329	0.01357
20170606	-0.03899	0.10107	0.00272	0.00296	0.00324	0.01295
20170607	-0.03845	0.09997	0.01158	0.00306	0.00339	0.01392
20170608	-0.03649	0.10055	0.00088	0.00304	0.00339	0.01388
20170609	-0.03681	0.10145	0.00196	0.00295	0.00320	0.01313
20170610	-0.03715	0.10118	-0.00333	0.00290	0.00317	0.01309
20170611	-0.03771	0.10028	0.00102	0.00296	0.00323	0.01343
20170612	-0.03657	0.09972	0.00194	0.00284	0.00314	0.01298
20170613	-0.03644	0.10029	-0.00091	0.00285	0.00312	0.01270
20170614	-0.03783	0.09985	0.00306	0.00275	0.00324	0.01266
20170615	-0.03726	0.10050	0.00399	0.00273	0.00327	0.01259
20170616	-0.03648	0.10007	0.00535	0.00285	0.00336	0.01283
20170617	-0.03671	0.09986	0.00243	0.00272	0.00331	0.01262
20170618	-0.03694	0.09925	0.00584	0.00277	0.00329	0.01276
20170619	-0.03787	0.09961	-0.00074	0.00270	0.00320	0.01240
20170620	-0.03785	0.10103	-0.00063	0.00286	0.00325	0.01274
20170621	-0.03719	0.10027	0.00410	0.00284	0.00330	0.01302
20170622	-0.03692	0.10080	0.00843	0.00295	0.00324	0.01323
20170623	-0.03770	0.10052	-0.00011	0.00294	0.00326	0.01304
20170624	-0.03687	0.10081	0.00111	0.00293	0.00319	0.01253
20170625	-0.03674	0.10015	0.00733	0.00274	0.00312	0.01214
20170626	-0.03482	0.10082	0.00621	0.00294	0.00327	0.01301
20170627	-0.03695	0.10239	0.00613	0.00296	0.00322	0.01294
20170628	-0.03730	0.10102	-0.00070	0.00299	0.00327	0.01329
20170629	-0.03687	0.10087	0.00532	0.00302	0.00329	0.01303
20170630	-0.03606	0.10127	-0.00151	0.00297	0.00329	0.01357
20170701	-0.03892	0.10114	0.00695	0.00299	0.00326	0.01314
20170702	-0.03408	0.09563	0.00514	0.00326	0.00350	0.01439
20170703	-0.03719	0.09903	0.00992	0.00301	0.00340	0.01355
20170704	-0.03670	0.09823	-0.00529	0.00291	0.00338	0.01325
20170705	-0.03564	0.09813	-0.00596	0.00297	0.00335	0.01339
20170706	-0.03556	0.09850	-0.00302	0.00280	0.00332	0.01336
20170707	-0.03490	0.09938	0.00592	0.00295	0.00324	0.01315
20170708	-0.03698	0.09876	0.00099	0.00280	0.00313	0.01237
20170709	-0.03635	0.09858	0.00678	0.00271	0.00328	0.01284
20170710	-0.03548	0.09859	-0.00152	0.00309	0.00341	0.01352
20170711	-0.03699	0.09982	0.00558	0.00290	0.00322	0.01293
20170712	-0.03454	0.09891	-0.00049	0.00296	0.00331	0.01282
20170713	-0.03446	0.09884	-0.00103	0.00305	0.00352	0.01339
20170714	-0.03540	0.10022	-0.00237	0.00284	0.00331	0.01326
20170715	-0.03568	0.09925	0.00654	0.00279	0.00337	0.01273
20170716	-0.03573	0.10063	0.00270	0.00277	0.00329	0.01260
20170717	-0.03756	0.09893	0.00599	0.00284	0.00328	0.01277
20170718	-0.03765	0.10048	0.00320	0.00291	0.00333	0.01304
20170719	-0.03675	0.09894	0.00395	0.00278	0.00317	0.01238
20170720	-0.03679	0.09887	0.00130	0.00280	0.00321	0.01234
20170721	-0.03520	0.09993	-0.00082	0.00278	0.00315	0.01220
20170722	-0.03560	0.09759	0.00340	0.00287	0.00331	0.01286
20170723	-0.03703	0.09790	-0.00397	0.00288	0.00325	0.01256
20170724	-0.03691	0.09857	0.00112	0.00280	0.00317	0.01234
20170725	-0.03583	0.09818	0.00048	0.00275	0.00326	0.01235
20170726	-0.03550	0.09755	0.00726	0.00268	0.00324	0.01261
20170727	-0.03628	0.09834	0.00211	0.00268	0.00323	0.01232
20170728	-0.03637	0.09838	0.00471	0.00270	0.00324	0.01254
20170729	-0.03561	0.09964	0.00288	0.00272	0.00328	0.01278
20170730	-0.03643	0.09892	0.00479	0.00268	0.00323	0.01240
20170731	-0.03646	0.09922	0.00428	0.00280	0.00341	0.01296
20170801	-0.03484	0.09769	0.00298	0.00277	0.00331	0.01306
20170802	-0.03650	0.09850	0.00320	0.00267	0.00330	0.01241
20170803	-0.03570	0.09826	0.00419	0.00273	0.00315	0.01238
20170804	-0.03685	0.09978	0.00581	0.00292	0.00329	0.01276
20170805	-0.03595	0.09907	0.00558	0.00285	0.00329	0.01251
20170806	-0.03641	0.09876	0.00162	0.00268	0.00319	0.01230
20170807	-0.03562	0.09826	0.00203	0.00281	0.00323	0.01272
20170808	-0.03573	0.09916	0.00298	0.00287	0.00339	0.01324
20170809	-0.03612	0.09811	0.00648	0.00290	0.00325	0.01307
20170810	-0.03583	0.09857	-0.00422	0.00289	0.00324	0.01284
20170811	-0.03667	0.10036	0.00450	0.00289	0.00358	0.01303
20170812	-0.03682	0.09873	0.00350	0.00290	0.00331	0.01320
20170813	-0.03550	0.09884	0.00128	0.00274	0.00313	0.01233
20170814	-0.03555	0.09870	0.00437	0.00283	0.00324	0.01269
20170815	-0.03529	0.10114	-0.00399	0.00292	0.00336	0.01291
20170816	-0.03546	0.09916	0.00511	0.00284	0.00320	0.01253
20170817	-0.03563	0.09911	-0.00322	0.00290	0.00343	0.01299
20170818	-0.03606	0.10089	0.00704	0.00289	0.00332	0.01285
20170819	-0.03517	0.09975	0.00901	0.00278	0.00335	0.01251
20170820	-0.03477	0.09977	0.00603	0.00281	0.00321	0.01234
20170821	-0.03518	0.09908	0.00321	0.00281	0.00338	0.01286
20170822	-0.03503	0.09953	0.00656	0.00282	0.00319	0.01245
20170823	-0.03466	0.09964	0.00673	0.00274	0.00316	0.01237
20170824	-0.03377	0.10163	0.00518	0.00275	0.00338	0.01280
20170825	-0.03461	0.09746	0.00474	0.00282	0.00342	0.01284
20170826	-0.03470	0.09962	0.00884	0.00275	0.00342	0.01279
20170827	-0.03460	0.09888	0.00461	0.00281	0.00334	0.01291
20170828	-0.03466	0.09940	0.00604	0.00294	0.00351	0.01377
20170829	-0.03252	0.10007	0.00443	0.00290	0.00362	0.01364
20170830	-0.03373	0.09791	0.00131	0.00286	0.00334	0.01311
20170831	-0.03453	0.10130	0.00344	0.00306	0.00355	0.01366
20170901	-0.03564	0.09812	0.00392	0.00320	0.00366	0.01418
20170902	-0.03533	0.10205	0.00996	0.00303	0.00367	0.01396
20170903	-0.03578	0.09836	0.00684	0.00298	0.00360	0.01346
20170904	-0.03416	0.09935	0.00364	0.00299	0.00362	0.01358
20170905	-0.03424	0.09874	0.00397	0.00313	0.00356	0.01372
20170906	-0.03554	0.09813	-0.00460	0.00312	0.00352	0.01350
20170907	-0.03381	0.09700	0.00645	0.00308	0.00346	0.01424
20170908	-0.03192	0.09868	0.00485	0.00323	0.00370	0.01443
20170909	-0.03319	0.10026	-0.00319	0.00288	0.00335	0.01267
20170910	-0.03308	0.09890	-0.00737	0.00319	0.00390	0.01396
20170911	-0.03302	0.09815	-0.00131	0.00309	0.00364	0.01322
20170912	-0.03202	0.09931	0.00016	0.00315	0.00373	0.01332
20170913	-0.03239	0.09912	-0.00405	0.00309	0.00362	0.01310
20170914	-0.03374	0.09997	0.00160	0.00309	0.00374	0.01318
20170915	-0.03397	0.09866	-0.00519	0.00314	0.00387	0.01363
20170916	-0.03147	0.10304	-0.00121	0.00327	0.00386	0.01412
20170917	-0.02897	0.09895	-0.01573	0.00361	0.00410	0.01556
20170918	-0.03025	0.10091	0.00893	0.00307	0.00359	0.01326
20170919	-0.03367	0.10021	-0.00279	0.00295	0.00366	0.01290
20170920	-0.03416	0.10183	0.00535	0.00316	0.00389	0.01413
20170921	-0.03291	0.09741	0.00279	0.00312	0.00391	0.01401
20170922	-0.03300	0.10052	0.00642	0.00323	0.00361	0.01363
20170923	-0.03415	0.09902	-0.00587	0.00346	0.00388	0.01480
20170924	-0.03343	0.09929	0.00488	0.00322	0.00379	0.01422
20170925	-0.03427	0.09877	-0.00230	0.00312	0.00379	0.01410
20170926	-0.03545	0.09888	-0.00469	0.00318	0.00395	0.01418
20170927	-0.03501	0.09986	-0.00061	0.00315	0.00366	0.01378
20170928	-0.03288	0.10092	0.00268	0.00324	0.00385	0.01436
20170929	-0.03276	0.09829	0.00655	0.00298	0.00355	0.01320
20170930	-0.03282	0.09965	0.00479	0.00304	0.00363	0.01335
20171001	-0.03237	0.09891	0.00024	0.00324	0.00384	0.01392
20171002	-0.03230	0.09817	0.01013	0.00304	0.00366	0.01329
20171003	-0.03412	0.09722	0.00781	0.00307	0.00372	0.01337
20171004	-0.03193	0.09956	0.00827	0.00300	0.00372	0.01314
20171005	-0.03112	0.10027	0.00403	0.00328	0.00393	0.01498
20171006	-0.03361	0.09822	-0.00670	0.00329	0.00409	0.01474
20171007	-0.03050	0.10184	0.00617	0.00305	0.00367	0.01355
20171008	-0.03161	0.09926	0.00194	0.00307	0.00365	0.01352
20171009	-0.03329	0.09815	0.00853	0.00318	0.00392	0.01428
20171010	-0.03600	0.09924	0.01869	0.00307	0.00378	0.01401
20171011	-0.03284	0.09476	-0.00070	0.00317	0.00396	0.01465
20171012	-0.03716	0.09490	-0.01782	0.00337	0.00401	0.01503
20171013	-0.03514	0.09797	-0.00359	0.00304	0.00369	0.01367
20171014	-0.03559	0.09690	-0.00572	0.00339	0.00426	0.01558
20171016	-0.03414	0.09675	0.00420	0.00321	0.00388	0.01437
20171017	-0.03544	0.09921	-0.00690	0.00331	0.00413	0.01545
20171105	-0.03252	0.09729	0.00142	0.00361	0.00423	0.01624
20171106	-0.03147	0.09739	0.01341	0.00355	0.00420	0.01559
20171107	-0.03358	0.09887	0.00662	0.00340	0.00409	0.01495
20171108	-0.03481	0.09749	0.00355	0.00349	0.00421	0.01532
20171109	-0.03424	0.09918	0.01334	0.00350	0.00426	0.01591
20171110	-0.03386	0.09764	0.00047	0.00361	0.00437	0.01620
20171111	-0.03412	0.09913	-0.00929	0.00361	0.00434	0.01601
20171112	-0.03354	0.09703	0.00281	0.00358	0.00420	0.01595
20171113	-0.03249	0.09993	-0.00162	0.00339	0.00406	0.01505
20171114	-0.03239	0.10117	0.00451	0.00359	0.00425	0.01598
20171115	-0.03332	0.09868	0.00608	0.00369	0.00443	0.01656
20171116	-0.03301	0.09770	0.00510	0.00367	0.00445	0.01676
20171117	-0.03127	0.09833	-0.00039	0.00364	0.00435	0.01653
20171118	-0.03158	0.10363	0.01552	0.00363	0.00434	0.01651
20171119	-0.03062	0.09865	0.00491	0.00354	0.00424	0.01613
20171120	-0.03178	0.09796	0.00224	0.00353	0.00432	0.01609
20171121	-0.03316	0.10060	0.00484	0.00349	0.00424	0.01611
20171122	-0.03228	0.09703	0.00757	0.00342	0.00410	0.01538
20171123	-0.03281	0.09832	0.01490	0.00346	0.00425	0.01578
20171124	-0.03283	0.09775	0.01055	0.00347	0.00404	0.01556
20171125	-0.03356	0.09908	0.00957	0.00355	0.00409	0.01567
20171126	-0.03057	0.09983	0.00968	0.00349	0.00420	0.01583
20171127	-0.03236	0.09896	0.01666	0.00340	0.00415	0.01516
20171128	-0.03262	0.09879	0.01871	0.00351	0.00459	0.01587
20171129	-0.03141	0.10119	0.01530	0.00364	0.00474	0.01672
20171130	-0.03036	0.09862	0.01350	0.00355	0.00461	0.01628
20171201	-0.02765	0.09861	0.00824	0.00362	0.00466	0.01676
20171202	-0.02996	0.09625	0.01161	0.00358	0.00454	0.01654
20171203	-0.03117	0.09741	0.01330	0.00349	0.00443	0.01618
20171204	-0.02990	0.09847	0.00830	0.00503	0.00636	0.02497
20171205	-0.03161	0.09675	0.01713	0.00351	0.00451	0.01636
20171206	-0.03228	0.09582	0.00385	0.00348	0.00455	0.01631
20171207	-0.03054	0.09551	-0.00597	0.00357	0.00471	0.01686
20171208	-0.03240	0.09751	0.01340	0.00353	0.00468	0.01657
20171209	-0.03212	0.09688	0.00681	0.00362	0.00474	0.01695
20171210	-0.03125	0.09792	0.00445	0.00344	0.00448	0.01595
20171211	-0.03196	0.09659	0.00829	0.00336	0.00438	0.01567
20171212	-0.03075	0.09543	0.00067	0.00349	0.00442	0.01594
20171213	-0.03314	0.09882	0.00777	0.00373	0.00487	0.01747
20171214	-0.03085	0.09628	0.01050	0.00379	0.00483	0.01771
20171215	-0.03221	0.09560	0.00246	0.00360	0.00460	0.01675
20171216	-0.03102	0.09363	-0.00578	0.00377	0.00511	0.01847
20171217	-0.03219	0.09522	0.01308	0.00382	0.00495	0.01775
20171218	-0.03237	0.09615	-0.01234	0.00376	0.00474	0.01768
20171219	-0.03107	0.09540	-0.00465	0.00371	0.00466	0.01710
20171220	-0.03207	0.09798	-0.00548	0.00388	0.00462	0.01766
20171221	-0.03166	0.09360	-0.00948	0.00366	0.00448	0.01681
20171222	-0.03048	0.09612	-0.00675	0.00372	0.00457	0.01697
20171223	-0.02930	0.09417	0.00316	0.00373	0.00456	0.01701
20171224	-0.03077	0.09563	-0.01159	0.00374	0.00451	0.01725
20171225	-0.03087	0.09915	0.00816	0.00387	0.00453	0.01775
20171226	-0.03115	0.09721	0.02001	0.00366	0.00438	0.01674
20171227	-0.03232	0.09718	0.00350	0.00358	0.00426	0.01613
20171228	-0.03107	0.09758	0.00331	0.00349	0.00406	0.01563
20171229	-0.03323	0.09722	0.00067	0.00353	0.00408	0.01566
20171230	-0.03063	0.09730	-0.00001	0.00366	0.00420	0.01615
20171231	-0.03097	0.09582	-0.00053	0.00389	0.00484	0.01797
20180101	-0.02993	0.09704	0.01960	0.00364	0.00414	0.01615
20180102	-0.03151	0.09415	0.00112	0.00373	0.00417	0.01623
20180103	-0.02950	0.09503	0.01049	0.00401	0.00450	0.01801
20180104	-0.03223	0.10002	0.01216	0.00421	0.00469	0.01872
20180105	-0.02927	0.09411	0.00351	0.00394	0.00430	0.01658
20180106	-0.03326	0.09515	0.00098	0.00398	0.00409	0.01626
20180107	-0.03131	0.09721	-0.00067	0.00409	0.00413	0.01654
20180108	-0.03033	0.09617	0.00668	0.00397	0.00436	0.01716
20180109	-0.02682	0.10123	0.00045	0.00406	0.00435	0.01699
20180110	-0.03264	0.09683	-0.01181	0.00388	0.00402	0.01571
20180111	-0.03445	0.09622	0.00555	0.00398	0.00436	0.01699
20180112	-0.02881	0.09400	-0.00777	0.00395	0.00432	0.01689
20180113	-0.02956	0.09327	-0.02321	0.00398	0.00419	0.01647
20180114	-0.03239	0.09399	-0.00448	0.00418	0.00438	0.01780
20180115	-0.03420	0.09505	-0.00914	0.00410	0.00415	0.01722
20180116	-0.03293	0.09595	0.00007	0.00410	0.00419	0.01708
20180117	-0.03378	0.09224	-0.01450	0.00407	0.00431	0.01771
20180118	-0.03467	0.09526	-0.00349	0.00412	0.00435	0.01728
20180119	-0.03213	0.09687	0.01126	0.00394	0.00437	0.01704
20180120	-0.03352	0.09639	0.00621	0.00390	0.00436	0.01743
20180121	-0.03185	0.09706	0.00219	0.00403	0.00440	0.01806
20180122	-0.03385	0.09389	-0.01594	0.00394	0.00437	0.01766
20180123	-0.03126	0.09755	0.00712	0.00425	0.00433	0.01835
20180124	-0.02870	0.09551	0.00432	0.00464	0.00463	0.01988
20180125	-0.02999	0.09613	-0.00962	0.00443	0.00470	0.01929
20180126	-0.03457	0.09421	-0.00364	0.00504	0.00524	0.02206
20180127	-0.02788	0.09746	0.00981	0.00492	0.00504	0.02176
20180128	-0.03406	0.09456	-0.00591	0.00493	0.00493	0.02094
20180607	-0.02829	0.09285	0.00640	0.00356	0.00400	0.01740
20180608	-0.02877	0.09168	0.02078	0.00363	0.00406	0.01784
20180609	-0.02493	0.09097	0.00848	0.00390	0.00436	0.01939
20180610	-0.02745	0.09306	0.00486	0.00368	0.00423	0.01793
20180611	-0.02846	0.09314	0.00583	0.00356	0.00414	0.01757
20180612	-0.02834	0.09037	0.00629	0.00369	0.00429	0.01853
20180613	-0.02811	0.09457	0.01234	0.00358	0.00403	0.01762
20180614	-0.02795	0.09301	0.00949	0.00373	0.00414	0.01821
20180615	-0.02739	0.09442	0.01260	0.00361	0.00418	0.01781
20180616	-0.02593	0.09412	0.00822	0.00350	0.00396	0.01688
20180617	-0.02875	0.09468	0.00328	0.00362	0.00410	0.01738
20180618	-0.02833	0.09284	0.01677	0.00340	0.00381	0.01631
20180619	-0.02771	0.09302	0.01351	0.00349	0.00392	0.01677
20180620	-0.02914	0.09457	0.01454	0.00352	0.00394	0.01689
20180621	-0.02631	0.09277	0.00799	0.00348	0.00399	0.01687
20180622	-0.02737	0.09267	0.01029	0.00366	0.00403	0.01842
20180623	-0.02566	0.09208	0.02124	0.00342	0.00394	0.01681
20180624	-0.02683	0.09273	0.00878	0.00341	0.00393	0.01655
20180625	-0.02726	0.09281	0.01424	0.00324	0.00382	0.01571
20180626	-0.02731	0.09369	0.01464	0.00343	0.00384	0.01623
20180627	-0.02697	0.09398	0.00446	0.00355	0.00395	0.01710
20180628	-0.02633	0.09236	0.01444	0.00327	0.00382	0.01577
20180629	-0.02593	0.09401	0.00943	0.00325	0.00375	0.01593
20180630	-0.02619	0.09343	0.01286	0.00331	0.00380	0.01638
20180701	-0.02666	0.09305	0.01029	0.00325	0.00375	0.01575
20180702	-0.02726	0.09359	0.01542	0.00344	0.00399	0.01726
20180703	-0.02604	0.09298	0.01166	0.00329	0.00374	0.01585
20180704	-0.02645	0.09373	0.01591	0.00337	0.00406	0.01644
20180705	-0.02623	0.09336	0.01264	0.00339	0.00378	0.01591
20180706	-0.02766	0.09173	0.01543	0.00340	0.00390	0.01650
20180707	-0.02731	0.09251	0.01730	0.00336	0.00387	0.01653
20180708	-0.02766	0.09285	0.01965	0.00326	0.00375	0.01613
20180709	-0.02625	0.09200	0.01216	0.00339	0.00410	0.01680
20180710	-0.02687	0.09269	0.01773	0.00321	0.00376	0.01572
20180711	-0.02709	0.09264	0.01966	0.00325	0.00392	0.01630
20180712	-0.02775	0.09335	0.01820	0.00325	0.00386	0.01626
20180713	-0.02505	0.09327	0.01847	0.00325	0.00377	0.01598
20180714	-0.02633	0.09073	0.01358	0.00342	0.00399	0.01706
20180715	-0.02710	0.09275	0.02238	0.00333	0.00399	0.01654
20180716	-0.02652	0.09472	0.02389	0.00332	0.00383	0.01617
20180717	-0.02556	0.09445	0.02054	0.00325	0.00377	0.01594
20180718	-0.02659	0.09439	0.01402	0.00326	0.00401	0.01659
20180719	-0.02370	0.09256	0.01282	0.00353	0.00412	0.01775
20180720	-0.02574	0.09293	0.02032	0.00360	0.00416	0.01774
20180721	-0.02595	0.09250	0.00704	0.00347	0.00394	0.01676
20180722	-0.02538	0.09202	0.00798	0.00334	0.00396	0.01646
20180723	-0.02814	0.09496	0.01074	0.00335	0.00409	0.01690
20180724	-0.02815	0.09257	0.02304	0.00381	0.00433	0.01824
20180725	-0.02680	0.09541	0.01410	0.00316	0.00373	0.01587
20180726	-0.02806	0.09485	0.02176	0.00327	0.00387	0.01650
20180727	-0.02683	0.09351	0.01113	0.00317	0.00387	0.01582
20180728	-0.02569	0.09402	0.01097	0.00319	0.00377	0.01572
20180729	-0.02603	0.09323	0.01819	0.00340	0.00414	0.01753
20180730	-0.02679	0.09390	0.02028	0.00324	0.00404	0.01611
20180731	-0.02613	0.09407	0.01414	0.00325	0.00382	0.01633
20180801	-0.02610	0.09549	0.02239	0.00326	0.00381	0.01615
20180802	-0.02550	0.09489	0.01787	0.00315	0.00381	0.01598
20180803	-0.02516	0.09410	0.01233	0.00323	0.00381	0.01592
20180804	-0.02662	0.09190	0.02445	0.00331	0.00390	0.01643
20180805	-0.02508	0.09207	0.01279	0.00327	0.00384	0.01606
20180806	-0.02477	0.09529	0.01465	0.00319	0.00383	0.01595
20180807	-0.02371	0.09507	0.01243	0.00331	0.00393	0.01634
20180808	-0.02493	0.09293	0.01139	0.00333	0.00395	0.01622
20180809	-0.02582	0.09443	0.01593	0.00332	0.00398	0.01658
20180810	-0.02595	0.09531	0.01592	0.00318	0.00414	0.01575
20180811	-0.02531	0.09442	0.01863	0.00310	0.00383	0.01567
20180812	-0.02517	0.09437	0.01992	0.00329	0.00402	0.01631
20180813	-0.02317	0.09455	0.01100	0.00307	0.00383	0.01548
20180814	-0.02350	0.09445	0.01785	0.00330	0.00394	0.01665
20180815	-0.02488	0.09531	0.02081	0.00329	0.00403	0.01682
20180816	-0.02381	0.09515	0.01814	0.00315	0.00386	0.01593
20180817	-0.02292	0.09608	0.01486	0.00319	0.00393	0.01611
20180818	-0.02450	0.09458	0.00712	0.00321	0.00399	0.01644
20180819	-0.02505	0.09476	0.01832	0.00321	0.00393	0.01621
20180820	-0.02513	0.09360	0.01469	0.00340	0.00402	0.01675
20180821	-0.02441	0.09513	0.01358	0.00342	0.00399	0.01715
20180822	-0.02592	0.09384	0.01739	0.00333	0.00404	0.01656
20180823	-0.02531	0.09406	0.01449	0.00327	0.00386	0.01624
20180824	-0.02512	0.09400	0.01639	0.00317	0.00388	0.01596
20180825	-0.02557	0.09343	0.00926	0.00336	0.00393	0.01685
20180826	-0.02488	0.09451	0.01494	0.00362	0.00433	0.01825
20180827	-0.02461	0.09414	0.01403	0.00322	0.00376	0.01610
20180828	-0.02549	0.09477	0.00777	0.00343	0.00395	0.01671
20180829	-0.02399	0.09353	0.00467	0.00353	0.00416	0.01723
20180830	-0.02524	0.09307	0.01389	0.00335	0.00404	0.01671
20180918	-0.02355	0.09398	0.01620	0.00342	0.00431	0.01677
20180919	-0.02447	0.09330	0.01371	0.00329	0.00433	0.01651
20180920	-0.02315	0.09304	0.01232	0.00344	0.00430	0.01706
20180921	-0.02511	0.09429	0.01222	0.00344	0.00414	0.01721
20180922	-0.02830	0.09544	0.01906	0.00345	0.00439	0.01736
20180923	-0.02341	0.09515	0.01352	0.00351	0.00453	0.01785
20180924	-0.02301	0.09634	0.02703	0.00331	0.00428	0.01683
20180925	-0.02482	0.09455	0.00999	0.00330	0.00432	0.01657
20180926	-0.02330	0.09427	0.01912	0.00342	0.00430	0.01717
20180927	-0.02441	0.09405	0.01580	0.00334	0.00427	0.01694
20180928	-0.02408	0.09464	0.01743	0.00348	0.00447	0.01765
20180929	-0.02339	0.09370	0.03348	0.00344	0.00447	0.01770
20180930	-0.02402	0.09533	0.02005	0.00345	0.00427	0.01677
20181001	-0.02353	0.09466	0.02348	0.00332	0.00426	0.01659
20181002	-0.02464	0.09388	0.02531	0.00346	0.00441	0.01726
20181003	-0.02550	0.09554	0.02247	0.00355	0.00421	0.01696
20181004	-0.02455	0.09543	0.01911	0.00335	0.00434	0.01711
20181005	-0.02582	0.09567	0.01731	0.00342	0.00423	0.01684
20181006	-0.02455	0.09733	0.01595	0.00341	0.00415	0.01653
20181007	-0.02469	0.09771	0.00590	0.00354	0.00440	0.01764
20181008	-0.02577	0.09784	0.01283	0.00336	0.00439	0.01713
20181009	-0.02259	0.09727	0.01874	0.00341	0.00443	0.01694
20181010	-0.02325	0.09586	0.01167	0.00328	0.00423	0.01676
20181011	-0.02219	0.09727	0.02395	0.00335	0.00429	0.01685
20181012	-0.02205	0.09737	0.01171	0.00334	0.00416	0.01674
20181013	-0.02348	0.09131	0.01800	0.00360	0.00440	0.01812
20181014	-0.02223	0.09691	0.02515	0.00352	0.00426	0.01731
20181015	-0.02420	0.09542	0.01545	0.00357	0.00429	0.01760
20181016	-0.02258	0.09420	0.00454	0.00345	0.00436	0.01726
20181017	-0.02341	0.09747	0.01816	0.00359	0.00460	0.01853
20181018	-0.02232	0.09838	0.00933	0.00355	0.00442	0.01779
20181019	-0.02285	0.09657	0.01815	0.00355	0.00439	0.01787
20181020	-0.02328	0.09588	0.01493	0.00334	0.00420	0.01704
20181021	-0.02353	0.09468	0.00843	0.00343	0.00424	0.01748
20181022	-0.02258	0.09599	0.01958	0.00351	0.00442	0.01793
20181023	-0.02387	0.09509	0.01573	0.00335	0.00422	0.01728
20181024	-0.02311	0.09483	0.01379	0.00352	0.00434	0.01807
20181025	-0.01997	0.09481	0.01780	0.00348	0.00436	0.01789
20181026	-0.02359	0.09406	0.01758	0.00356	0.00451	0.01846
20181027	-0.02374	0.09676	0.01764	0.00349	0.00428	0.01756
20181028	-0.02426	0.09482	0.01364	0.00355	0.00425	0.01762
20181029	-0.02659	0.09558	0.01503	0.00346	0.00428	0.01747
20181030	-0.02308	0.09836	0.01773	0.00349	0.00429	0.01756
20181031	-0.02291	0.09565	0.01594	0.00340	0.00425	0.01724
20181101	-0.02539	0.09716	0.01832	0.00359	0.00436	0.01776
20181102	-0.02401	0.09352	0.00999	0.00346	0.00431	0.01726
20181103	-0.02190	0.09220	0.01463	0.00345	0.00432	0.01707
20181104	-0.02340	0.09296	0.01301	0.00339	0.00412	0.01663
20181105	-0.02268	0.09631	0.02079	0.00350	0.00433	0.01736
20181106	-0.02379	0.09242	0.01815	0.00352	0.00444	0.01748
20181107	-0.02175	0.09513	0.02008	0.00368	0.00438	0.01791
20181108	-0.02247	0.09672	0.01881	0.00353	0.00420	0.01706
20181109	-0.02224	0.09360	0.01324	0.00344	0.00433	0.01702
20181110	-0.02088	0.09536	0.02359	0.00332	0.00425	0.01657
20181111	-0.02502	0.09419	0.02394	0.00353	0.00452	0.01754
20181112	-0.02261	0.09477	0.02502	0.00363	0.00465	0.01832
20181113	-0.02305	0.09209	0.02168	0.00363	0.00455	0.01807
20181114	-0.02270	0.09112	0.02011	0.00351	0.00465	0.01751
20181115	-0.02261	0.09245	0.00980	0.00355	0.00465	0.01830
20181116	-0.02277	0.09257	0.00565	0.00354	0.00466	0.01821
20181117	-0.02267	0.09436	0.01207	0.00342	0.00442	0.01746
20181118	-0.02345	0.09298	0.00252	0.00361	0.00496	0.01824
20181119	-0.02295	0.09224	0.00881	0.00370	0.00506	0.01900
20181120	-0.02247	0.09294	0.01352	0.00360	0.00500	0.01898
20181121	-0.02236	0.09212	0.01437	0.00381	0.00516	0.01937
20181122	-0.02245	0.09234	0.00920	0.00373	0.00529	0.01966
20181123	-0.02388	0.09021	0.00874	0.00386	0.00507	0.01914
20181124	-0.02108	0.08912	0.00081	0.00376	0.00495	0.01864
20181125	-0.02503	0.09290	0.00846	0.00367	0.00482	0.01810
20181126	-0.02117	0.09176	0.00495	0.00361	0.00492	0.01822
20181127	-0.02395	0.08980	0.00944	0.00367	0.00509	0.01867
20181128	-0.01808	0.08811	0.00193	0.00384	0.00532	0.01963
20181129	-0.02383	0.09020	0.00345	0.00405	0.00515	0.01877
20181130	-0.02307	0.09227	0.00910	0.00379	0.00480	0.01886
20181201	-0.02488	0.09158	0.00550	0.00361	0.00466	0.01768
20181202	-0.02485	0.09084	0.00769	0.00359	0.00463	0.01770
20181203	-0.02211	0.09177	0.00429	0.00354	0.00473	0.01756
20181204	-0.02279	0.09177	-0.00178	0.00372	0.00465	0.01791
20181205	-0.02324	0.09331	0.00658	0.00351	0.00456	0.01790
20181206	-0.02182	0.09349	0.01333	0.00356	0.00448	0.01747
20181207	-0.02442	0.09336	0.01274	0.00369	0.00463	0.01822
