Este [X];Norte [Y];Cota [Z];Ley de Cobre [%];Ley de Oro [ppm];Tipo de roca
23.5;353.3;47.4;0.6;0.029;3
40.6;307.5;48.1;0.62;0.235;3
42.4;473.7;60.7;0.62;0;3
36.4;292.3;21.2;0.63;1.64;3
42.4;473.7;84.7;0.63;0;3
6.8;419;29.2;0.64;0.231;3
13.9;418.8;22.2;0.67;0.366;3
52.5;292.1;135.4;0.67;0.061;3
40.6;307.5;108.1;0.68;0.203;3
10.4;383;132;0.68;0.34;3
40.6;307.5;60.1;0.7;1.409;3
42.4;473.7;48.7;0.72;0.035;3
58.6;232.7;84;0.73;0.334;3
32;343.4;120;0.75;0.103;3
22.4;418.5;13.8;0.81;0.07;3
32;343.4;96;0.82;0.026;3
32;343.4;108;0.82;0.163;3
25.6;421.8;60;0.96;0.142;3
58.6;232.7;96;0.99;1.116;3
15.5;56.3;84.4;1.03;0.03;3
54.8;371.2;115.2;1.05;0.745;3
52.3;370;126.9;1.2;0.534;3
48.6;55.8;116.3;1.2;2.084;3
32;343.4;132;1.26;0.395;3
3;538.6;72;0.24;0.07;4
3;538.6;84;0.33;0;4
17.3;472.6;101.3;0.38;0;4
23.3;472.6;107.3;0.39;0.01;4
3;538.6;120;0.42;0.219;4
48.9;472.8;132.6;0.46;0.018;4
44.1;397.8;120;0.48;0.027;4
21.4;407;127.6;0.5;0;4
25.6;421.8;108;0.5;0.097;4
3;538.6;108;0.5;0.069;4
5.6;592.7;106;0.51;0.059;4
25.6;421.8;84;0.53;0.021;4
3;538.6;132;0.54;0.122;4
33.4;535.8;82.4;0.54;0.169;4
42.4;473.7;72.7;0.54;0;4
44.9;473.4;121.1;0.55;0.013;4
44.1;397.8;96;0.56;0.079;4
44.1;397.8;72;0.57;0.21;4
42.4;473.7;108.7;0.59;0.011;4
40.4;398;120;0.6;0.089;4
25.6;421.8;72;0.62;0.091;4
25.6;421.8;120;0.62;0.002;4
44.1;397.8;108;0.68;0.049;4
3;538.6;96;0.68;0.228;4
31.8;472.7;115.7;0.69;0.001;4
25.6;421.8;96;0.71;0.037;4
40.4;398;132;0.71;0.429;4
42.4;473.7;96.7;0.71;0.029;4
25.6;421.8;132;0.97;0.208;4
48.9;473.3;109.8;0.99;0.133;4
70.4;413;132;1.03;0.356;4
52.9;473.1;98.4;1.03;0.253;4
70.5;413;131.7;1.08;0.111;4
40.4;188;79.6;0.18;0;5
40.4;188;87.1;0.18;0.003;5
40.4;157.9;119.7;0.18;0.008;5
40.4;157.9;107.7;0.19;0;5
40.4;188;99.1;0.23;0;5
40;128;72;0.24;0;5
159.3;38;60;0.26;0.014;5
159.3;35.9;60;0.26;0.011;5
40.8;213.6;31.6;0.28;0.028;5
40;128;108;0.28;0;5
40.4;188;123.1;0.28;0;5
30.8;160.5;11.1;0.29;0.003;5
10;173;71;0.29;0.397;5
159.3;38;48;0.32;0;5
40.4;157.9;83.7;0.32;0.077;5
44.5;351.6;56.9;0.33;0.027;5
159.3;38;72;0.33;0.017;5
159.3;35.9;48;0.33;0;5
10;173;59;0.35;0.04;5
40.4;188;111.1;0.35;0;5
10.4;23;132.4;0.37;0.033;5
48.7;228.7;50.6;0.38;0.038;5
47.5;178.5;108.6;0.38;0.008;5
48.8;113.1;118.9;0.38;0.074;5
160.3;8.1;132;0.38;0.601;5
42.6;178.6;103.6;0.39;0.015;5
40.4;98.1;71.7;0.39;0;5
280.8;397.9;115;0.4;0;5
40.4;157.9;71.7;0.4;0.026;5
43.8;137.9;132;0.41;0.12;5
44.7;229.4;61.9;0.41;0.035;5
70.5;173.3;74;0.42;0.027;5
40.5;143;120;0.42;0.567;5
40;128;120;0.42;0.08;5
73.1;178.1;133.9;0.43;0.09;5
5.7;160;36.9;0.44;0.058;5
40;8;120;0.44;0.085;5
70.4;233;96.5;0.46;0.019;5
280.8;397.9;122;0.47;0.029;5
51.6;65.7;132;0.48;0.36;5
40.5;143;132;0.5;0.33;5
56.1;178.3;117;0.51;0.044;5
70.4;113;94.7;0.51;0.768;5
64.6;178.2;125.5;0.52;0;5
40.4;157.9;95.7;0.54;0.05;5
40;128;84;0.54;0.123;5
66.9;234.8;118;0.55;0.05;5
22.4;160.4;19.7;0.55;0.091;5
70.5;413;119.7;0.56;0.01;5
40;8;108;0.57;0.255;5
60.9;226.7;16.8;0.58;0.149;5
47.5;289.2;40.1;0.59;0.29;5
10;173;35;0.6;0.602;5
24.7;353.3;35.5;0.62;1.3;5
40.4;533;132;0.62;0.356;5
10;173;11;0.62;0.146;5
14.2;592.7;114.4;0.62;0.059;5
44.1;292.4;30.4;0.62;3.268;5
42.1;472.3;39.3;0.63;0.245;5
70.4;383;132;0.63;0;5
70.5;173.3;134;0.63;0.093;5
159.3;38;36;0.64;0.116;5
159.3;35.9;36;0.64;0.064;5
34.6;591.5;50.3;0.64;0.148;5
10;173;47;0.65;0.089;5
10.1;52.9;131.5;0.65;0.161;5
70.4;233;120.5;0.65;0.09;5
47.8;535.6;97;0.67;0.086;5
159.3;19.3;123.1;0.67;2.747;5
10;173;83;0.68;0.503;5
54.2;57.3;61.2;0.69;3.196;5
59.7;263.2;108;0.69;0.336;5
8.8;591.2;25.2;0.7;0.508;5
50.6;472.4;47.8;0.7;0.184;5
40;8;96;0.7;0.338;5
160.4;38;119.4;0.71;0.569;5
40;128;96;0.71;0.223;5
59.7;263.2;96;0.71;0.201;5
50.6;495.2;123.4;0.71;0.326;5
42.4;473.7;36.7;0.72;0.311;5
70.4;233;108.5;0.72;0.271;5
48.7;494.2;135.2;0.73;0.448;5
70.4;203;109;0.73;0.041;5
58.3;57.1;50;0.74;1.634;5
157.1;14.2;132.9;0.74;0.718;5
39.4;535.7;88.4;0.74;0.3;5
70.4;323;56.5;0.75;0.204;5
70.5;173.3;122;0.75;0.052;5
70.5;173.3;98;0.76;0.335;5
70.4;203;133;0.76;0.083;5
70.4;323;65;0.77;1.506;5
70.4;203;97;0.8;0.025;5
70.5;173.3;86;0.8;0.713;5
40.7;7.9;132;0.81;1.069;5
70.4;203;90.5;0.81;0.344;5
10;173;23;0.81;0.441;5
70.4;233;132.5;0.82;3.504;5
70.2;392.4;119.8;0.83;0.405;5
70.5;173.3;38;0.83;0.201;5
22.7;592.8;122.9;0.83;0.203;5
70.4;113;105.2;0.84;0.833;5
58.6;232.7;72;0.85;1.102;5
70.4;203;121;0.86;0.037;5
40;38;24;0.87;0.424;5
50;57.4;72.5;0.93;0.653;5
52.9;112.9;107.6;0.93;1.401;5
65.3;112.4;73.8;0.94;2.316;5
56.8;227.4;28;0.95;5.613;5
51.8;495.8;115.5;0.96;0.254;5
42.5;473.7;24.7;0.97;0.509;5
47.9;57.5;78.3;0.99;2.738;5
56.8;473;87.1;0.99;0.04;5
57.3;372.4;103.6;1.01;0.326;5
14.1;160.2;28.3;1.02;0.377;5
64.9;376;68.5;1.04;0.356;5
265.6;407.4;87.3;1.05;0.837;5
59.7;263.2;108;0.69;0.336;5
70.2;392.4;107.8;1.06;0.196;5
51.6;65.7;120;1.07;1.077;5
70.4;323;77;1.09;0.274;5
160.4;38;131.4;1.09;5.43;5
70.2;392.4;71.8;1.09;0.181;5
269.2;407;98.7;1.1;0.221;5
70.5;173.3;50;1.1;1.664;5
62.5;224.7;58.1;1.11;2.963;5
271.3;406.8;105.4;1.14;0.131;5
160.5;82.9;96.2;1.14;17.375;5
70.5;413;107.7;1.15;0.049;5
70.2;392.4;131.8;1.15;0.873;5
70.4;293;96;1.17;8.309;5
42.5;473.7;12.7;1.17;1.529;5
70.4;113;117.2;1.18;1.469;5
40.4;157.9;59.7;1.21;0.457;5
70.2;392.4;83.8;1.28;0.433;5
160.4;98;135.5;1.3;7.189;5
58.1;348.4;31.6;1.31;1.042;5
70.5;413;83.7;1.31;0.222;5
26;591.4;41.9;1.31;2.248;5
57.9;351.7;70.4;1.33;0.76;5
62.4;374.8;80.2;1.34;0.994;5
160;13.9;133.8;1.34;7.034;5
70.4;293;132;1.39;2.758;5
160.4;98;99.5;1.42;10.32;5
70.5;413;95.7;1.5;1.462;5
61.1;112.6;85.1;1.51;5.155;5
70.2;392.4;95.8;1.52;3.107;5
70.8;442.9;96;1.53;0.525;5
70.8;442.9;132;1.55;0.374;5
70.4;353;55.5;1.62;4.855;5
70.4;353;63;1.66;1.768;5
53.5;349;42.6;1.71;2.709;5
70.8;442.9;108;1.73;3.442;5
70.4;293;108;1.79;3.94;5
70.8;442.9;120;1.82;0.863;5
158.7;52.1;125.7;1.84;16.613;5
70.4;353;75;1.86;1.407;5
66.4;351.7;78.9;1.9;3.252;5
160.4;98;111.5;1.93;34.962;5
59.9;373.6;91.9;1.94;2.727;5
160.5;82.9;108.2;1.96;14.338;5
160.4;68;120;2.07;28.927;5
70.4;353;87;2.09;2.346;5
70.4;353;99;2.19;3.615;5
70.4;353;123;2.2;5.389;5
70.4;353;132;2.21;1.752;5
160.4;68;109.6;2.32;31.306;5
70.4;293;120;2.32;1.966;5
160.4;98;123.5;2.33;32.81;5
70.4;353;111;2.37;15.567;5
160.4;68;121.6;2.46;18.939;5
160.4;68;97.6;2.61;43.309;5
160.4;68;90.6;2.68;54.207;5
160.5;82.9;120.2;3.71;56.376;5
40;68;108;0.24;0.029;6
55.3;221;49.2;0.27;0.087;6
70.4;263;120;0.33;0.01;6
70.4;263;96;0.34;0.078;6
42.4;473.7;120.7;0.39;0;6
40.5;83;131;0.39;0.011;6
33.5;472.3;30.9;0.41;0.021;6
70.4;263;132;0.42;0.004;6
40;68;96;0.44;2.095;6
70.4;263;108;0.44;0.018;6
49.4;351.7;61.9;0.45;0.006;6
74.6;234.7;127.2;0.51;0.013;6
40;38;84;0.55;0.295;6
40.4;472.8;124.2;0.61;0.007;6
70.4;143;120;0.62;0.153;6
52.8;228.1;39.3;0.63;2.183;6
58.6;232.7;36;0.67;0.179;6
58.6;232.7;60;0.67;0.833;6
70.4;113;129.2;0.75;0.69;6
70.4;233;84.5;0.76;0.922;6
31.2;592.8;131.3;0.78;0.086;6
59.5;292.7;48.7;0.82;0.523;6
70.4;323;132;0.82;0.028;6
58.6;232.7;48;0.83;0.955;6
54.5;289.3;47.2;0.83;0.402;6
40;55.9;108;0.84;0.452;6
70.5;173.3;26;0.86;0.59;6
59.7;263.2;84;0.89;1.047;6
70.4;143;108;0.89;1.73;6
44.2;350.1;64.7;0.9;2.352;6
40;38;96;0.91;2.943;6
51.8;292.5;39.6;0.91;0.917;6
40;38;72;0.92;0.227;6
70.4;323;125;0.94;0.038;6
70.4;143;96;0.99;1.268;6
40;38;36;1.02;0.444;6
81.8;111.6;28.8;1.04;0.353;6
40;38;120;1.07;0.135;6
40;68;72;1.09;0.07;6
70.4;143;48;1.09;0.898;6
70.4;143;60;1.14;0.489;6
40.4;38;120.2;1.17;1.712;6
48.8;349.6;53.7;1.18;0.358;6
70.4;143;84;1.18;1.646;6
40;38;60;1.19;0.383;6
40;38;108;1.19;0.384;6
40;68;84;1.2;1.888;6
40;38;48;1.22;0.286;6
17.4;591.3;33.6;1.29;1.724;6
40.4;38;132.2;1.31;9.794;6
57;112.7;96.4;1.32;2.706;6
40.4;38;96.2;1.49;9.956;6
59.7;263.2;72;1.5;0.71;6
70.4;143;72;1.51;2.607;6
62.8;347.9;20.6;1.54;2.622;6
70.4;323;89;1.58;1.874;6
96.9;116.9;106.1;1.62;15.046;6
40.4;38;108.2;1.64;9.427;6
70.4;323;113;1.65;2.109;6
70.4;323;101;1.78;2.351;6
59.7;263.2;48;2.04;2.858;6
59.7;263.2;60;2.23;9.568;6
399;295.2;26.4;0.44;3.941;7
391.6;295.2;19.5;0.48;4.579;7
382.9;295.2;11.2;0.59;1.757;7
359.7;294.9;24.7;0.88;2.722;7
358.7;295;12.7;1.14;19.045;7
360.8;294.7;36.6;1.14;11.69;7
399;295.2;26.4;0.44;3.941;7
